"<!--:en-->KT&G SangSang Madang (Live Hall) <!--:--><!--:ko-->KT&G 상상마당 (라이브홀) <!--:-->","2013/05/SangSangLogo.jpeg"
"<!--:en-->KeuKeu (Live Shit)<!--:--><!--:ko-->ㅋㅋ (라이브씻)<!--:-->","2013/05/keukeulogo.jpg"
"<!--:en-->Jebidabang<!--:--><!--:ko-->제비다방<!--:-->","2013/08/Jebidabang.jpg"
"<!--:en-->Tungsten Hall<!--:--><!--:ko-->텅스텐 홀<!--:-->","2013/10/TungstenHall.png"
"<!--:en-->Daegu Music Garage (Horus)<!--:--><!--:ko-->대구 음악창고 (호루스)<!--:-->","2013/09/horus-logo1.jpg"
"<!--:en-->Club Realize<!--:--><!--:ko-->클럽 리얼라이즈<!--:-->","2013/09/LOGO.jpg"
"<!--:en-->Club Crack<!--:--><!--:ko-->클럽 크랙<!--:-->","2013/05/Club-Crack-Logo.jpg"
"<!--:en-->All Of Rock (A.O.R)<!--:--><!--:ko-->All Of Rock (A.O.R)<!--:-->","2013/05/All-Of-Rock-Logo.jpg"
"<!--:en-->Freebird<!--:--><!--:ko-->프리버드<!--:-->","2013/05/FREEBIRDLOGO.jpg"
"<!--:en-->Strangefruit<!--:--><!--:ko-->스트레인지프룻<!--:-->","2013/05/StrangeFruit-Logo.jpg"
"<!--:en-->D.D.DA<!--:--><!--:ko-->디디다<!--:-->","2013/05/DDDaLogo.jpeg"
"<!--:en-->Curly Sol<!--:--><!--:ko-->Curly Sol<!--:-->","2013/05/Curly-Sol.jpg"
"<!--:en-->Club TA<!--:--><!--:ko-->클럽 타<!--:-->","2013/05/Club-Ta-Logo.jpg"
"<!--:en-->Club Spot<!--:--><!--:ko-->클럽 스팟<!--:-->","2013/05/Club-Spot-Logo.jpg"
"<!--:en-->Club Heavy<!--:--><!--:ko-->클럽 헤비<!--:-->","2013/05/Club-Heavy-Logo.jpg"
"<!--:en-->Club Bbang<!--:--><!--:ko-->클럽 빵<!--:-->","2013/05/BbangLogo.jpg"
"<!--:en-->CJ Azit<!--:--><!--:ko-->CJ 아지트<!--:-->","2013/05/CJ-AZIT-LOGO.gif"
"<!--:en-->Cafe Unplugged<!--:--><!--:ko-->카페 언플러그드<!--:-->","2013/05/CAFEUNPLUGGEDLOGO.jpg"
"<!--:en-->Banana Bar<!--:--><!--:ko-->바나나 바<!--:-->","2013/05/Banana-Bar-Logo.jpg"
"<!--:en-->Queenlivehall<!--:--><!--:ko-->퀸라이브홀<!--:-->","2013/05/QUEENLIVEHALLLOGO.jpg"
"<!--:en-->nestNADA<!--:--><!--:ko-->네스트나다 <!--:-->","2013/08/nada.jpg"
"<!--:en-->Yogiga<!--:--><!--:ko-->요기가<!--:-->","2013/05/Yogiga-Logo.jpg"
"<!--:en-->Veloso<!--:--><!--:ko-->벨로주<!--:-->","2013/05/VelosoLogo.jpg"
"<!--:en-->Soundholicity<!--:--><!--:ko-->사운드홀릭 시티<!--:-->","2013/05/SOUNDHOLICLOGO.jpg"
"<!--:en-->Sapiens 7<!--:--><!--:ko-->사피엔스 7 <!--:-->","2013/05/SOUNDHOLICLOGO.jpg"
"<!--:en-->Salon Badabie<!--:--><!--:ko-->살롱 바다비<!--:-->","2013/05/BADABIE-LOGO.jpg"
"<!--:en-->Radio Star<!--:--><!--:ko-->라디오스타<!--:-->","2013/05/Radio-Star-Logo.jpg"
"<!--:en-->Prism Hall<!--:--><!--:ko-->프리즘홀<!--:-->","2013/05/PrismHall.jpg"
"<!--:en-->Powwow<!--:--><!--:ko-->파우와우<!--:-->","2013/05/POWWOW.jpg"
"<!--:en-->Mudaeruk<!--:--><!--:ko-->무대륙<!--:-->","2013/05/MudaerukLogo.jpg"
"<!--:en-->Moon Night<!--:--><!--:ko-->문 나이트<!--:-->","2013/05/MoonNightLogo.png"
"<!--:en-->LIG Art Hall (Hapjeong)<!--:--><!--:ko-->LIG 아트홀 (합정)<!--:-->","2013/05/LIG-Art-Hall-Logo.jpg"
"<!--:en-->LIG Art Hall (Gangnam)<!--:--><!--:ko-->LIG 아트홀 (강남)<!--:-->","2013/05/LIG-Art-Hall-Logo.jpg"
"<!--:en-->Kuchu Camp <!--:--><!--:ko-->공중캠프<!--:-->","2013/05/kuchucamplogo.jpg"
"<!--:en-->Indifan<!--:--><!--:ko-->Indifan<!--:-->","2013/05/indifan.jpg"
"<!--:en-->EBS Space<!--:--><!--:ko-->EBS 스페이스<!--:-->","2013/05/EBS-Space-Logo.jpg"
"<!--:en-->Dolce<!--:--><!--:ko-->돌체<!--:-->","2013/05/Dolce-Logo.jpg"
"<!--:en-->DGBD<!--:--><!--:ko-->클럽 DGBD (드럭)<!--:-->","2013/05/dgbd.png"
"<!--:en-->Nori Bar<!--:--><!--:ko-->놀이하는 사람들<!--:-->","2013/05/Nori-Bar-Logo.jpg"
"<!--:en-->Didim Hall<!--:--><!--:ko-->디딤홀<!--:-->","2013/05/DiDimHallLogo.jpg"
"<!--:en-->GoGos 2<!--:--><!--:ko-->고고스 2<!--:-->","2013/05/GOGOs-Logo.jpg"
"<!--:en-->V Hall<!--:--><!--:ko-->브이 홀<!--:-->","2013/05/VHALLLOGO.jpg"
"<!--:en-->Yellow Taxi<!--:--><!--:ko-->옐로우 택시<!--:-->","2013/05/Yellow-Taxi-Logo.jpg"
"<!--:en-->Rock Station<!--:--><!--:ko-->락스테이션<!--:-->","2013/05/Rainbow-Logo.jpg"
"<!--:en-->Rainbow Bar<!--:--><!--:ko-->레인보우 바<!--:-->","2013/05/Rainbow-Logo.jpg"
"<!--:en-->DGBS<!--:--><!--:ko-->대공분실<!--:-->","2013/05/DGBS.jpg"
